TC_id,FlyGeneOrtholog
TC014987,dare
TC014988,CG6938
TC014994,CG6819
TC014995,BcDNA:GH07312
TC014998,Ald
TC014999,CG10522
TC015001,Rad9
TC015003,BcDNA:GH10646
TC015005,CG14905
TC015006,CG14905
TC015007,CG14905
TC015008,CG17083
TC015009,CG14905
TC015010,CG14905
TC015013,RpP1
TC015014,Chc
TC015015,CG6001
TC015016,CG9764
TC015019,CG1832
TC015021,CG3493
TC015022,CG3944
TC015023,EG:118B3.2
TC015024,EG:118B3.2
TC015026,CG15186
TC015030,Cyp307a1
TC015037,dbo
TC015038,CG9930
TC015040,CG6574
TC015043,CG13421
TC015044,CG15129
TC015046,CG3731
TC015047,CG3823
TC015048,CG1832
TC015049,CG12211
TC015050,CG7998
TC015051,CG8306
TC015052,CG5065
TC015056,CG9645
TC015057,nes
TC015058,cas
TC015059,CG7512
TC015061,Bap
TC015063,bol
TC015064,CG14164
TC015065,Psc
TC015066,Vinc
TC015068,CG12025
TC015069,CG7423
TC015070,CG6782
TC015071,CG4433
TC015072,CG17822
TC015073,CG17822
TC015074,CG8591
TC015075,CG1233
TC015076,CG15570
TC015077,CG1575
TC015078,CG8334
TC015079,CG9796
TC015080,CG17033
TC015081,CG15072
TC015082,RpI1
TC015083,CG11911
TC015086,CG7481
TC015087,rpk
TC015089,CG6414
TC015092,CG6980
TC015093,CG6339
TC015094,CG9212
TC015095,CG4797
TC015096,ATPCL
TC015098,CG9273
TC015099,CG8952
TC015100,antdh
TC015101,CG8757
TC015102,Cyp6a2
TC015103,Cyp6a2
TC015105,BcDNA:GH10120
TC015108,Fad
TC015109,ImpE3
TC015110,Tequila
TC015111,CG1443
TC015112,CG7639
TC015113,CG10084
TC015114,CG10007
TC015117,CG5205
TC015119,CG12295
TC015120,CG12290
TC015122,CG3973
TC015124,Sos
TC015126,BtbII
TC015127,Or83b
TC015129,CG14669
TC015130,CG6483
TC015132,CG6915
TC015133,CG2177
TC015134,Lam
TC015135,EG:63B12.7
TC015137,CG7105
TC015138,g
TC015139,CG6107
TC015141,CG13865
TC015142,CG7012
TC015144,BcDNA:GH08773
TC015146,CG12361
TC015149,CG2485
TC015150,CG7337
TC015151,CG7402
TC015152,CG7402
TC015153,CG11033
TC015154,EG:103E12.3
TC015155,CG11592
TC015157,CG13618
TC015158,CG9360
TC015159,antdh
TC015160,Cyp6a23
TC015161,antdh
TC015162,CG8038
TC015163,BcDNA:LD27979
TC015164,CG10011
TC015165,CG7700
TC015167,CG4110
TC015168,CG5325
TC015170,CG9914
TC015171,CG7914
TC015172,CG11802
TC015173,CG14619
TC015174,Pp2C1
TC015175,CG11176
TC015176,CG9245
TC015177,sno
TC015178,sno
TC015179,CG8327
TC015181,CG3009
TC015182,trn
TC015183,n-syb
TC015184,CG7332
TC015187,CG14558
TC015188,CG1443
TC015189,CG13618
TC015190,CG13618
TC015191,CG1227
TC015192,CG4225
TC015193,reptin
TC015194,CG13618
TC015195,CG13618
TC015197,CG10061
TC015198,Sara
TC015199,CG2656
TC015200,CG6763
TC015201,CG13873
TC015202,Tim17
TC015203,CG1443
TC015204,lt
TC015205,Prosbeta3
TC015207,CG9565
TC015208,CG14445
TC015209,CG8182
TC015210,CG6749
TC015211,CG13192
TC015213,CG2708
TC015214,BcDNA:LD21403
TC015215,EG:63B12.8
TC015216,CG11537
TC015217,CG1970
TC015218,Cyp9f2
TC015219,Cyp9f2
TC015220,CG10630
TC015221,CG17401
TC015223,CG8428
TC015224,sp3
TC015225,alpha-Est9
TC015226,CG6018
TC015229,CG10175
TC015230,alpha-Est9
TC015231,BG:DS03192.2
TC015232,Ggamma30A
TC015234,CG6879
TC015235,CG17599
TC015236,Esp
TC015237,CG16996
TC015238,CG17602
TC015240,Acer
TC015241,CG6704
TC015243,CG7477
TC015245,CG4090
TC015248,CG11768
TC015250,CG10184
TC015251,CG7292
TC015252,msl-3
TC015253,CG1746
TC015254,eIF-3p66
TC015255,CG7038
TC015256,cdc2c
TC015257,CG10510
TC015258,CG6124
TC015259,CG15860
TC015260,CG9267
TC015261,CG8247
TC015262,CG7385
TC015264,CG9666
TC015265,CG6414
TC015266,CG6414
TC015268,CG7041
TC015272,CG18501
TC015273,sli
TC015274,CG9562
TC015275,CG6783
TC015276,CG10224
TC015277,Myosin-heavy-chain-like
TC015278,Myosin-heavy-chain-like
TC015279,Myosin-heavy-chain-like
TC015280,CG10185
TC015281,CG10185
TC015282,CG10185
TC015284,CG5894
TC015285,CG5894
TC015286,Cyp4c3
TC015287,Cyp4c3
TC015288,Cyp4g1
TC015289,Cyp4g1
TC015290,Cyp4c3
TC015291,Cyp4c3
TC015292,Cyp4c3
TC015293,Cyp4c3
TC015294,Or43a
TC015295,Cyp4c3
TC015296,Cyp4g15
TC015297,BcDNA:GH08420
TC015299,CG10423
TC015300,CG8211
TC015301,Csp
TC015302,CG2453
TC015304,CG18066
TC015305,usnp
TC015307,CG9890
TC015308,alpha-Spec
TC015309,crol
TC015310,Lac
TC015311,Reg-5
TC015312,CG12334
TC015316,CG1440
TC015317,CG3815
TC015318,CG2059
TC015320,Cyp6a18
TC015321,Pp1alpha-96A
TC015322,ATPsyn-beta
TC015323,CG6114
TC015324,CG12075
TC015325,CG3979
TC015326,CG3979
TC015327,org-1
TC015328,UbcD10
TC015329,CG8083
TC015332,CG1800
TC015333,CG2316
TC015334,CG6073
TC015335,CG1441
TC015336,Or85d
TC015337,BcDNA:GH07626
TC015338,CG8630
TC015339,CG3524
TC015340,BcDNA:GH07626
TC015341,CG1441
TC015342,Paf-AHalpha
TC015343,Cyp4g1
TC015344,CG5240
TC015346,CG7627
TC015347,CG1602
TC015348,egl
TC015349,Fad
TC015351,Ank2
TC015353,dik
TC015354,CG3328
TC015355,CG8245
TC015358,rk
TC015359,PhKgamma
TC015360,zinc-finger-motif-protein
TC015361,EG:114E2.2
TC015362,CG14194
TC015363,CG18501
TC015364,EG:BACR7A4.17
TC015365,pll
TC015367,CG2124
TC015368,CG9975
TC015369,RpII15
TC015371,Gld
TC015374,CG6522
TC015376,thioredoxin
TC015377,PTP-ER
TC015378,CG2663
TC015379,CG1441
TC015380,CG1441
TC015381,CG12268
TC015382,Fad
TC015383,Fad
TC015384,CG4946
TC015385,CG7145
TC015386,CG1231
TC015389,CG14280
TC015390,CG6483
TC015391,CG6938
TC015392,CG2663
TC015393,CG5096
TC015394,bsh
TC015395,Fad
TC015397,CG6249
TC015398,CG11575
TC015399,BcDNA:GH07626
TC015400,BcDNA:GH07626
TC015402,RecQ5
TC015403,CG18271
TC015404,CG3979
TC015405,DnaJ-1
TC015407,CG5091
TC015408,CG16804
TC015409,CG1712
TC015410,CG8797
TC015411,CG10309
TC015414,CG7077
TC015415,unc-119
TC015416,CG9575
TC015417,CG9090
TC015418,su(Hw)
TC015419,CG14670
TC015420,CG4845
TC015422,CG6204
TC015423,CG7627
TC015424,SmD3
TC015425,mst
TC015428,CG4703
TC015429,CG5315
TC015430,Lnk
TC015431,CG8591
TC015432,CG13743
TC015433,CG4797
TC015434,CG2905
TC015435,CG2905
TC015436,CG8249
TC015439,EG:BACR7A4.12
TC015440,BcDNA:GH12326
TC015441,CG9446
TC015442,CG9562
TC015443,CG5195
TC015444,CG5195
TC015445,CG18501
TC015446,nompC
TC015447,CG11550
TC015448,CG11550
TC015449,CG11550
TC015450,CG11550
TC015452,CG18005
TC015453,CG4954
TC015454,CG1746
TC015455,Est-6
TC015456,eag
TC015457,Ih
TC015460,CG2150
TC015461,CG6316
TC015462,CG4357
TC015463,Or23a
TC015464,CG4331
TC015465,Ance
TC015466,CG15890
TC015468,Cap
TC015469,CG14824
TC015470,CG8633
TC015471,CG14229
TC015472,CG7368
TC015473,CG7368
TC015474,CG8223
TC015476,CG1504
TC015477,BcDNA:LD22087
TC015480,CG11907
TC015481,CG1869
TC015484,lok
TC015487,Cyp9f2
TC015490,CG15786
TC015491,CG6233
TC015492,fj
TC015494,CG15085
TC015498,BG:DS02252.1
TC015500,CG4797
TC015501,CG8234
TC015502,elk
TC015503,sei
TC015505,CG17370
TC015506,CG4560
TC015509,CG5742
TC015510,CG5555
TC015511,CG4658
TC015512,CG2109
TC015513,CG1697
TC015514,CG15073
TC015515,CG7752
TC015517,CG13618
TC015519,CG6942
TC015520,CG6942
TC015521,CG1275
TC015522,CG6415
TC015523,n-syb
TC015524,CG1512
TC015525,CG13618
TC015526,CG11854
TC015529,CG2052
TC015531,CG13618
TC015532,svr
TC015533,svr
TC015534,CG5706
TC015536,REG
TC015537,EG:BACR25B3.6
TC015538,e(r)
TC015539,RpS3A
TC015540,Pgk
TC015541,CG15555
TC015542,CG5485
TC015544,CG3556
TC015545,CG3632
TC015546,Cyp6a2
TC015547,CG8386
TC015548,CG12123
TC015549,GCR(ich)
TC015550,Cyp6a2
TC015551,Cyp6a2
TC015553,Cyp6a2
TC015554,CG9360
TC015556,CG14534
TC015557,EG:103E12.3
TC015558,EG:103E12.3
TC015559,EG:103E12.3
TC015563,GLaz
TC015564,CG2837
TC015566,CG9449
TC015567,CG7402
TC015568,CG14865
TC015569,CG3823
TC015570,CG2663
TC015571,CG11550
TC015572,CG11550
TC015573,CG5205
TC015574,CG16791
TC015575,pr
TC015576,CG1441
TC015577,pho
TC015579,yip7
TC015580,yip7
TC015581,neur
TC015582,CG6839
TC015583,CG2663
TC015584,EG:52C10.1
TC015585,agt
TC015587,CG12626
TC015589,CG15204
TC015591,CG6910
TC015594,CG3825
TC015596,CG11102
TC015598,CG14439
TC015599,CG9360
TC015600,CG9932
TC015601,antdh
TC015602,antdh
TC015603,CG9360
TC015605,CG14217
TC015606,CG14217
TC015607,CG11306
TC015608,CG11097
TC015609,CG5245
TC015610,CG14438
TC015613,CG8723
TC015614,CG8665
TC015615,CG2663
TC015616,CG2663
TC015617,CG5233
TC015618,CG5233
TC015619,CG12970
TC015620,CG13806
TC015622,CG11059
TC015623,CG17152
TC015626,Spt5
TC015628,CG17471
TC015629,CG17822
TC015631,CG8591
TC015632,CG3419
TC015633,CG3564
TC015634,Snr1
TC015636,CG15133
TC015637,CG4841
TC015638,CG2021
TC015639,CG5251
TC015640,Sr-CI
TC015642,CG4016
TC015643,CG4016
TC015649,Nmt
TC015650,CG5344
TC015651,CG6904
TC015652,CG14395
TC015653,CG11556
TC015654,RpL22
TC015655,Pur-alpha
TC015657,CG5278
TC015658,CG5278
TC015659,CG1129
TC015660,CG15081
TC015661,CG12812
TC015662,Rad23
TC015663,CG4037
TC015665,CG10531
TC015667,Ror
TC015668,CG4826
TC015669,CG2663
TC015670,CG11066
TC015671,CG5972
TC015672,CG3511
TC015673,CG13892
TC015674,Ca-alpha1D
TC015675,l(2)not
TC015676,Nrv1
TC015678,cngl
TC015680,Ank
TC015681,rha
TC015684,CG17366
TC015685,CG17365
TC015686,CG1695
TC015687,CG4764
TC015688,olf186-F
TC015689,CG14704
TC015690,CG6771
TC015691,CG3214
TC015692,crol
TC015693,CBP
TC015695,CG16718
TC015696,CG6938
TC015698,CG9994
TC015699,ct
TC015700,CG9521
TC015701,l(1)1Bi
TC015702,CG2663
TC015703,CG1211
TC015704,CG1211
TC015705,CG2663
TC015707,CG7635
TC015708,CG7635
TC015709,CG11035
TC015710,CG2670
TC015711,Rbp2
TC015712,CG9503
TC015713,CG12398
TC015714,CG9518
TC015715,CG9514
TC015717,CG9517
TC015718,CG9518
TC015719,CG9521
TC015720,CG10112
TC015721,CG9503
TC015722,CG9514
TC015723,CG9522
TC015724,CG9522
TC015725,CG9518
TC015726,CG18339
TC015727,su(f)
TC015728,Rpn4
TC015730,CG6761
TC015731,kz
TC015732,CG11007
TC015733,CG8121
TC015740,CG9201
TC015742,Ih
TC015743,Ih
TC015746,Fas1
TC015747,plx
TC015749,CG7265
TC015750,CG6268
TC015753,CG5065
TC015754,twi
TC015755,CG11063
TC015756,CG4300
TC015758,CG4996
TC015759,CG4996
TC015760,CG6968
TC015763,CG1848
TC015764,ctp
TC015765,ctp
TC015766,CG3307
TC015771,CG1707
TC015772,CG4187
TC015778,CG11207
TC015779,CG11529
TC015780,CG6467
TC015781,CG10535
TC015782,CG18585
TC015783,CG17633
TC015784,CG9171
TC015785,ARP-like
TC015786,CG5268
TC015795,bi
TC015796,bi
TC015801,CG6340
TC015802,CG5281
TC015804,prd
TC015805,myoglianin
TC015806,activin-beta
TC015807,CG9843
TC015808,activin-beta
TC015809,CG8249
TC015810,SF2
TC015811,Acph-1
TC015812,CG11166
TC015813,CG9822
TC015814,CG9400
TC015815,CG9400
TC015816,CG5003
TC015818,CG1886
TC015819,asf1
TC015821,CG11873
TC015822,ImpL2
TC015823,CG12084
TC015824,CG1793
TC015826,CG17396
TC015827,CG16742
TC015829,CG8591
TC015830,wun
TC015831,CG3542
TC015832,CG2663
TC015833,CG3091
TC015834,BG:DS00004.12
TC015835,CG13125
TC015837,Ih
TC015839,EG:67A9.2
TC015840,CG13618
TC015841,CG10407
TC015842,CG11854
TC015843,CG13618
TC015844,CG13618
TC015845,CG10407
TC015848,CG8193
TC015849,CG8193
TC015850,CG18665
TC015852,CG8769
TC015853,BcDNA:GH02636
TC015854,CG1887
TC015855,nau
TC015856,ifc
TC015857,CG3027
TC015858,CDC45L
TC015859,CG1718
TC015861,CG2485
TC015862,CG15054
TC015866,CG3549
TC015867,CG18665
TC015868,CG2485
TC015874,His2Av
TC015879,CG15666
TC015880,CG7871
TC015881,CG18665
TC015882,CG1732
TC015886,CG2485
TC015888,CG9603
TC015890,CG12713
TC015891,wun
TC015892,CG7764
TC015895,fau
TC015897,CG4370
TC015898,CG6747
TC015899,CG7623
TC015900,CG13379
TC015901,CG7076
TC015902,PebIII
TC015903,CG13232
TC015904,CG13229
TC015906,CG4616
TC015908,CG9290
TC015909,CG11255
TC015910,RpS17
TC015912,Odc1
TC015913,BcDNA:LD41548
TC015914,CG6672
TC015915,Klp3A
TC015916,Cyp6a13
TC015917,Or7a
TC015918,CG4562
TC015920,CG4953
TC015921,CG7593
TC015922,BcDNA:LD32788
TC015923,CG2767
TC015925,CG1906
TC015928,CG15696
TC015929,CG1550
TC015930,CG12263
TC015931,CG16932
TC015933,CG8132
TC015935,Cas
TC015936,CG8207
TC015937,scra
TC015938,CG1443
TC015939,CG10513
TC015941,homer
TC015943,CG9143
TC015944,CG5360
TC015945,CG9236
TC015946,CG4057
TC015947,CG8195
TC015948,sax
TC015949,CG3894
TC015950,PebIII
TC015952,CG5140
TC015954,CG15160
TC015955,CG1943
TC015956,ECSIT
TC015957,fd59A
TC015959,CG5242
TC015960,CG8412
TC015961,CG2485
TC015963,CG12579
TC015967,n-syb
TC015970,CG8924
TC015971,CG7510
TC015972,CG5337
TC015973,CG11975
TC015974,CG10311
TC015975,CG3436
TC015976,CG2903
TC015977,CG9954
TC015978,CG11140
TC015979,CG11140
TC015980,CG11140
TC015981,CG5098
TC015983,CG14771
TC015985,CG10189
TC015986,l(2)gl
TC015989,CG12253
TC015990,CG9853
TC015991,CG7215
TC015992,Cyp4c3
TC015993,CG3011
TC015994,CG5280
TC015996,DSH3PX1
TC016001,CG2485
TC016002,CG2485
TC016004,CG6282
TC016005,olf186-F
TC016006,spz
TC016011,CG2381
TC016018,CG10040
TC016019,CG8392
TC016022,vanin-like
TC016023,su(w[a])
TC016026,CG10139
TC016027,CG2485
TC016028,CG2485
TC016030,CG11259
TC016033,alphaCop
TC016034,CG7330
TC016037,CG17598
TC016041,CG5077
TC016044,chp
TC016046,CG2485
TC016048,CG2485
TC016050,His3.3A
TC016051,B52
TC016055,CG11902
TC016056,CG3309
TC016060,Rox8
TC016061,CG4787
TC016062,CG5734
TC016063,BG:DS00929.6
TC016065,CG3549
TC016066,CG8672
TC016067,CG3549
TC016068,CG17479
TC016069,eIF-3p66
TC016077,CG2485
TC016078,CG2485
TC016079,CG17528
TC016081,CG1213
TC016082,CG13960
TC016083,CG13961
TC016084,CG13964
TC016085,CG10662
TC016086,CG13618
TC016087,RasGAP
TC016088,CG9843
TC016089,CG14219
TC016090,CG5892
TC016092,RPE65
TC016093,CG4866
TC016096,CG15054
TC016097,CG18665
TC016098,CG18665
TC016099,CG18303
TC016101,CG18665
TC016102,CG18665
TC016106,CG8672
TC016108,CG6040
TC016110,CG7946
TC016111,CG9187
TC016112,mago
TC016117,CG2485
TC016121,CG6483
TC016122,CG11428
TC016125,EG:100G10.3
TC016126,CG6812
TC016127,Toll-7
TC016128,CG18288
TC016129,CG2485
TC016130,CG2485
TC016133,CG4859
TC016134,CG3238
TC016136,CG10139
TC016139,CG17164
TC016140,CG17411
TC016151,CG12629
TC016152,CG8672
TC016155,CG17164
TC016156,CG14771
TC016161,CG5092
TC016163,CG5931
TC016165,CG3666
TC016167,CG9293
TC016169,CG12629
TC016173,CG10373
TC016174,CG15054
TC016178,CG2485
TC016181,CG18303
TC016182,CG12579
TC016189,CG2485
TC016191,BG:DS00929.6
TC016192,BG:DS00929.6
TC016195,B-H1
TC016196,BcDNA:GH02833
TC016197,CG7192
TC016198,CG3326
TC016199,CG11318
TC016200,CG3812
TC016203,Prat
TC016204,sim
TC016205,sim
TC016208,drosha
TC016209,drosha
TC016210,CG6482
TC016211,BcDNA:GH04962
TC016212,BcDNA:GH04962
TC016213,CG14525
TC016215,Hrb27C
TC016216,CG5961
TC016218,BcDNA:GH04962
TC016219,CG16787
TC016220,CG13630
TC016221,BcDNA:LD28419
TC016222,CG8668
TC016223,CG1319
TC016224,CG9581
TC016225,ade5
TC016226,CG6118
TC016227,HERC2
TC016228,HERC2
TC016229,CG15304
TC016230,CG13320
TC016231,CG1463
TC016232,CG13618
TC016235,Cyp6a13
TC016237,CG8672
TC016238,CG12629
TC016239,CG18665
TC016242,CG17334
TC016243,CG3549
TC016244,CG18257
TC016247,CG12629
TC016248,CG18665
TC016249,CG12629
TC016251,alpha-Est7
TC016253,CG8774
TC016254,CG8773
TC016256,CG7029
TC016258,CG14100
TC016270,CG3962
TC016272,CG11586
TC016274,CG2947
TC016278,CG5326
TC016279,CG5278
TC016280,CG6921
TC016281,CG1718
TC016282,CG6052
TC016285,CG16791
TC016286,CG16791
TC016287,CG17119
TC016288,CG14894
TC016289,abs
TC016290,BG:DS04095.1
TC016291,CG1248
TC016293,Hrb27C
TC016295,msi
TC016296,CG9701
TC016297,EG:BACR7A4.19
TC016299,BG:DS00929.8
TC016300,CG14076
TC016303,CG3006
TC016304,CG11785
TC016306,RpP0
TC016307,CG9299
TC016309,gdl
TC016310,CG13027
TC016311,CG9665
TC016312,CG11905
TC016313,CG11905
TC016314,CG7049
TC016315,CG4825
TC016316,CG5669
TC016317,CG11137
TC016318,CG12360
TC016320,CG4729
TC016321,CG14969
TC016322,CG12756
TC016323,Gcs
TC016325,CG5538
TC016327,CG8886
TC016328,CG2485
TC016329,CG2485
TC016331,Moe
TC016332,CG2485
TC016333,CG13282
TC016337,Shab
TC016338,Shab
TC016339,Shab
TC016340,CG11848
TC016342,Aats-trp
TC016344,CG15786
TC016345,CG4367
TC016346,CG4367
TC016347,CG4367
TC016348,CG4367
TC016349,CG4367
TC016350,CG4367
TC016351,CG3153
TC016352,CG7291
TC016355,Gld
TC016363,CG6111
TC016364,CG4802
TC016365,Cyp12c1
TC016366,CG13393
TC016367,BG:DS01068.2
TC016368,CG9196
TC016369,CG11985
TC016372,yip7
TC016376,CG1943
TC016378,CG14372
TC016379,CG12484
TC016380,CG1241
TC016381,CG13662
TC016383,CG13651
TC016386,CG13661
TC016387,CG9753
TC016391,scrt
TC016394,scrt
TC016399,CG15531
TC016409,CG9843
TC016413,CG18665
TC016414,CG9747
TC016415,Fad
TC016417,hig
TC030006,Eh
TC030007,CG13586
TC030021,CG13968
TC030022,CG8348
TC030041,Or71a
TC030044,Qcr10
TC030045,CG14028
TC030046,CG14028
TC030047,CG2249
TC030048,CG7181
TC030049,EG:152A3.7
TC030050,robl
TC030051,myo-inositol-1-phosphate-synthase
TC030052,mtacp1
TC030054,CG10731
TC030061,CG6041
TC030062,epsilonTry
TC030063,CG3229
TC030064,Try29F
TC030065,CG11192
TC030066,CG7432
TC030068,Ser89E
TC030072,CG2280
TC030073,CG2280
TC030074,CG7542
TC030075,yip7
TC030076,serpin-27A
TC030077,sp6
TC030079,sp3
TC030080,CG7722
TC030081,trk
TC030085,Dsk
TC030102,CG13948
TC030103,CG13948
TC030104,CG14979
TC030105,CG14988
TC030106,CG14986
TC030107,CG14988
TC030108,CG14988
TC030109,CG14988
TC030110,CG14986
TC030111,CG14988
TC030112,CG14988
TC030113,CG14988
TC030114,CG14988
TC030115,CG14988
TC030116,CG14988
TC030117,CG14986
TC030118,CG14988
TC030119,CG14988
TC030120,CG14988
TC030121,CG1712
TC030122,CG1712
TC030123,CG1712
TC030124,CG1712
TC030125,CG1712
TC030126,CG1712
TC030127,CG1712
TC030128,CG1712
TC030130,CG7303
TC030132,CG13788
TC030133,CG7303
TC030134,CG7303
TC030138,CG7303
TC030140,CG7303
TC030143,CG7303
TC030144,CG7303
TC030146,CG7303
TC030148,CG7303
TC030151,CG7303
TC030155,CG7303
TC030168,CG7303
TC030169,CG13788
TC030177,CG7303
TC030180,CG13788
TC030181,CG14979
TC030182,EG:BACN32G11.1
TC030184,CG13788
TC030185,CG13788
TC030186,CG13788
TC030188,CG7303
TC030191,EG:BACN32G11.1
TC030192,CG7303
TC030193,CG7303
TC030194,CG15779
TC030195,CG7303
TC030196,CG14979
TC030201,EG:BACN32G11.1
TC030202,EG:BACN32G11.1
TC030203,CG13788
TC030206,CG13788
TC030207,CG1712
TC030209,EG:BACN32G11.1
TC030210,EG:BACN32G11.1
TC030211,CG13788
TC030212,EG:BACN32G11.1
TC030213,CG13788
TC030214,EG:BACN32G11.1
TC030215,CG13788
TC030216,CG13788
TC030217,EG:BACN32G11.1
TC030218,CG13788
TC030219,CG13788
TC030220,CG13788
TC030221,CG13788
TC030223,EG:BACN32G11.1
TC030224,CG13788
TC030226,EG:BACN32G11.1
TC030227,CG13788
TC030228,CG13788
TC030229,EG:BACN32G11.1
TC030230,CG13788
TC030231,EG:BACN32G11.1
TC030232,CG13788
TC030233,EG:BACN32G11.1
TC030235,CG7189
TC030236,EG:BACN32G11.1
TC030237,CG7189
TC030238,CG13788
TC030239,CG13788
TC030240,CG13788
TC030242,CG13788
TC030243,CG13788
TC030244,CG13788
TC030245,CG13788
TC030246,EG:BACN32G11.1
TC030247,CG13788
TC030248,CG13788
TC030249,CG7303
TC030250,EG:BACN32G11.1
TC030251,CG7189
TC030254,EG:BACN32G11.1
TC030256,CG13788
TC030257,CG13788
TC030258,EG:BACN32G11.1
TC030260,CG7303
TC030266,CG13788
TC030267,CG13788
TC030268,CG13788
TC030279,CG13788
TC030280,EG:BACN32G11.1
TC030281,CG13788
TC030301,Or49b
TC030302,Or59a
TC030303,Or23a
TC030304,Or94b
TC030305,Or23a
TC030306,Or33a
TC030307,Or94b
TC030308,Or94b
TC030309,Or94a
TC030310,Or94a
TC030311,Or33a
TC030312,Or94a
TC030313,Or59b
TC030314,Or43a
TC030315,Or2a
TC030316,Or85d
TC030317,Or85d
TC030318,Or85d
TC030319,Or94a
TC030320,Or2a
TC030321,Or24a
TC030322,Or43a
TC030323,Or24a
TC030324,Or45a
TC030325,Or94a
TC030326,Or9a
TC030327,Or22a
TC030328,Or45a
TC030329,Or71a
TC030330,Or85d
TC030331,Or85d
TC030332,Or45a
TC030333,Or45a
TC030334,Or85d
TC030335,Or22b
TC030336,Or47b
TC030337,Or85d
TC030338,Or7a
TC030339,Or7a
TC030340,Or59b
TC030341,Or7a
TC030342,Or43a
TC030343,Or43a
TC030344,Or88a
TC030345,Or88a
TC030346,Or7a
TC030347,Or43a
TC030348,Or88a
TC030349,Or43a
TC030350,Or43a
TC030351,Or43a
TC030352,Or43a
TC030353,Or43a
TC030354,Or43a
TC030355,Or43a
TC030356,Or43a
TC030357,Or43a
TC030358,Or43a
TC030360,Or43a
TC030361,Or43a
TC030364,Or43a
TC030365,Or43a
TC030366,Or43a
TC030391,Or43a
TC030403,Or7a
TC030409,Or22a
TC030412,Or83c
TC030414,Or83c
TC030421,Or7a
TC030423,Or63a
TC030426,Or43a
TC030428,Or83c
TC030430,Or49b
TC030433,Or22b
TC030442,Or43a
TC030445,Pbprp2
TC030446,nos
TC030448,CG11218
TC030449,Pbprp1
TC030450,lush
TC030451,Pbprp3
TC030452,Pbprp3
TC030453,Or45b
TC030463,Akh
TC030464,ScpX
TC030465,CG12956
TC030467,RfaBp
TC030468,so
TC030481,BG:DS00180.14
TC030501,PebIII
TC030541,CG3045
TC030542,CG10646
TC030543,EG:BACR7A4.8
TC030544,amx
TC030545,CG12822
TC030546,CG7780
TC030547,CG11753
TC030548,CG3337
TC030549,CG11495
TC030550,CG12258
TC030551,CG14145
TC030552,CG16726
TC030553,ro
TC030554,CG6244
TC030555,bc10
TC030556,CG12211
TC030557,CG5073
TC030558,CG13601
TC030560,CG11744
TC030561,CG17347
TC030562,CG3450
TC030563,CG17219
TC030565,CG12379
TC030566,CG5417
TC030567,CG14550
TC030568,CG8268
TC030569,CG15362
TC030570,CG7840
TC030571,CG9047
TC030572,CG15027
TC030573,CG7889
TC030574,slv
TC030575,CG3167
TC030576,CG6638
TC030577,croc
TC030579,Arp87C
TC030580,CG3686
TC030581,CG1399
TC030583,EG:BACN32G11.6
TC030584,CG13529
TC030585,Cen190
TC030586,CG5522
TC030587,CG9520
TC030588,CG2201
TC030589,CG18441
TC030590,Updo
TC030591,CG14231
TC030592,CG11788
TC030595,CG1234
TC030598,CG17419
TC030599,CG6907
TC030600,amphiphysin
TC030601,CG5380
TC030602,BcDNA:LD21504
TC030603,CG9772
TC030605,CG2091
TC030606,CG14196
TC030607,stc
TC030608,CG14533
TC030609,CG8172
TC030610,CG15664
TC030611,CG14485
TC030612,CG7861
TC030613,cdc2
TC030614,cpb
TC030615,CG9531
TC030617,CG7956
TC030618,CG1900
TC030619,mam
TC030620,CG7864
TC030621,CG3641
TC030622,CG7598
TC030623,CG9613
TC030624,CG11661
TC030625,Prosbeta5
TC030626,CG9068
TC030627,SC35
TC030628,CG3189
TC030629,CG18003
TC030631,SmB
TC030632,CG9007
TC030633,CG4675
TC030634,CG5081
TC030635,CG5784
TC030636,CG5149
TC030637,CG15771
TC030638,CG7326
TC030639,CG4615
TC030640,CG9026
TC030641,CG11533
TC030642,CG12933
TC030643,CG6136
TC030644,CG3421
TC030646,Sxl
TC030647,CG3876
TC030648,BcDNA:LD24702
TC030649,CG12173
TC030651,CG18410
TC030652,CG16833
TC030653,CG2948
TC030654,sds22
TC030655,CG13383
TC030656,CG10795
TC030657,CG9410
TC030658,CG4774
TC030659,Gip
TC030661,CG1514
TC030662,CG5926
TC030663,CG8134
TC030664,SP2353
TC030665,CG10509
TC030666,CG11522
TC030667,sqh
TC030668,CG8483
TC030669,CG7172
TC030670,CG5412
TC030671,CG3641
TC030672,CG17741
TC030674,RpS19
TC030675,CG10371
TC030676,svp
TC030677,CG15104
TC030678,CG7150
TC030679,Dhfr
TC030680,CG8885
TC030683,CG17221
TC030684,CG1931
TC030685,CG13528
TC030686,CG6613
TC030687,ade3
TC030688,CG1534
TC030689,CG10438
TC030690,NP15.6
TC030691,asp
TC030692,CG7787
TC030693,CG13528
TC030694,CG6463
TC030695,CG13277
TC030696,CG18861
TC030697,ACXD
TC030698,CG10413
TC030699,CG8494
TC030700,CG18065
TC030701,Ket
TC030702,CG4454
TC030703,CG15538
TC030706,CG15660
TC030707,CG13466
TC030708,fs(1)h
TC030709,Ptp99A
TC030710,CG6156
TC030711,CG11824
TC030712,BcDNA:LD23587
TC030713,CG15701
TC030714,BcDNA:LD19168
TC030715,CG3168
TC030716,CG5882
TC030718,CG1282
